0.0,12.0
1440.0,12.0
1492.9999999999998,12.0
1852.9999999999998,12.0
1905.9999999999998,12.0
3345.9999999999995,12.0
3398.9999999999995,12.0
3758.9999999999995,12.0
3811.9999999999995,12.0
5251.999999999999,12.0
5304.999999999999,12.0
5664.999999999999,12.0
5717.999999999999,12.0
7157.999999999999,12.0
7210.999999999999,12.0
7571.0,12.0
7624.0,12.0
9064.0,12.0
9117.0,12.0
9477.0,12.0
9530.000000000002,12.0
10970.0,12.0
11023.000000000002,12.0
11383.0,12.0
11436.000000000002,12.0
12876.000000000002,12.0
12929.000000000002,12.0
13289.000000000002,12.0
13342.000000000002,12.0
14782.000000000002,12.0
14835.000000000002,12.0
15195.000000000002,12.0
15248.000000000004,12.0
16688.000000000004,12.0
16741.000000000004,12.0
17101.000000000004,12.0
17154.000000000004,12.0
18594.000000000004,12.0
18647.000000000007,12.0
19007.000000000004,12.0
19060.000000000007,12.0
20500.000000000007,12.0
20553.000000000007,12.0
20913.000000000007,12.0
20966.000000000007,12.0
22406.00000000001,12.0
22459.00000000001,12.0
22819.00000000001,12.0
22872.00000000001,12.0
24312.00000000001,12.0
24365.00000000001,12.0
24725.00000000001,12.0
24778.000000000015,12.0
26218.000000000015,12.0
26271.000000000015,12.0
26631.000000000015,12.0
26684.000000000015,12.0
28124.00000000002,12.0
28177.00000000002,12.0
28537.00000000002,12.0
28590.00000000002,12.0
30030.00000000002,12.0
30083.00000000002,12.0
30443.00000000002,12.0
30496.00000000002,12.0
31936.000000000022,12.0
31989.000000000022,12.0
32349.000000000025,12.0
32402.000000000022,12.0
33842.00000000002,12.0
33895.000000000015,12.0
34255.000000000015,12.0
34308.000000000015,12.0
35748.000000000015,12.0
35801.00000000001,12.0
36161.00000000001,12.0
36214.00000000001,12.0
37654.0,12.0
37707.0,12.0
38067.0,12.0
38120.0,12.0
39559.99999999999,12.0
39612.99999999999,12.0
39972.99999999999,12.0
40025.99999999999,12.0
41465.999999999985,12.0
41518.999999999985,12.0
41878.999999999985,12.0
41931.99999999998,12.0
43371.99999999998,12.0
43424.99999999998,12.0
43784.99999999998,12.0
43837.99999999997,12.0
45277.99999999997,12.0
45330.99999999997,12.0
45690.99999999996,12.0
45743.99999999996,12.0
47183.99999999996,12.0
47236.999999999956,12.0
47596.999999999956,12.0
47649.999999999956,12.0
49089.999999999956,12.0
49142.99999999995,12.0
49502.99999999995,12.0
49555.99999999995,12.0
50995.99999999994,12.0
51048.99999999994,12.0
51408.99999999994,12.0
51461.99999999994,12.0
52901.999999999935,12.0
52954.999999999935,12.0
53314.999999999935,12.0
53367.999999999935,12.0
54807.99999999993,12.0
54860.99999999993,12.0
55220.99999999993,12.0
55273.99999999992,12.0
56713.99999999992,12.0
56766.99999999992,12.0
57126.99999999992,12.0
57179.99999999991,12.0
58619.99999999991,12.0
58672.99999999991,12.0
59032.999999999905,12.0
59085.999999999905,12.0
60525.999999999905,12.0
60578.9999999999,12.0
60938.9999999999,12.0
60991.9999999999,12.0
62431.9999999999,12.0
62484.99999999989,12.0
62844.99999999989,12.0
62897.99999999989,12.0
64337.99999999989,12.0
64390.99999999989,12.0
64750.99999999989,12.0
64803.99999999989,12.0
66243.99999999988,12.0
66296.99999999988,12.0
66656.99999999988,12.0
66709.99999999988,12.0
68149.99999999988,12.0
68202.99999999987,12.0
68562.99999999987,12.0
68615.99999999987,12.0
70055.99999999987,12.0
70108.99999999987,12.0
70468.99999999987,12.0
70521.99999999987,12.0
71961.99999999985,12.0
72014.99999999985,12.0
72374.99999999985,12.0
72427.99999999985,12.0
73867.99999999985,12.0
73920.99999999985,12.0
74280.99999999985,12.0
74333.99999999984,12.0
75773.99999999984,12.0
75826.99999999984,12.0
76186.99999999984,12.0
76239.99999999984,12.0
77679.99999999984,12.0
77732.99999999984,12.0
78092.99999999984,12.0
78145.99999999983,12.0
79585.99999999983,12.0
79638.99999999983,12.0
79998.99999999983,12.0
80051.99999999983,12.0
81491.99999999983,12.0
81544.99999999981,12.0
81904.99999999981,12.0
81957.99999999981,12.0
83397.99999999981,12.0
83450.99999999981,12.0
83810.99999999981,12.0
83863.99999999981,12.0
85303.9999999998,12.0
85356.9999999998,12.0
85716.9999999998,12.0
85769.9999999998,12.0
87209.9999999998,12.0
87262.9999999998,12.0
87622.9999999998,12.0
87675.99999999978,12.0
89115.99999999978,12.0
89168.99999999978,12.0
89528.99999999978,12.0
89581.99999999978,12.0
91021.99999999978,12.0
91074.99999999978,12.0
91434.99999999978,12.0
91487.99999999977,12.0
92927.99999999977,12.0
92980.99999999977,12.0
94420.99999999977,14.0
94489.99999999977,14.0
94849.99999999977,14.0
94918.99999999977,14.0
96358.99999999977,14.0
96427.99999999977,14.0
96787.99999999977,14.0
96856.99999999977,14.0
98296.99999999977,14.0
98365.99999999977,14.0
98725.99999999977,14.0
98794.99999999977,14.0
100234.99999999977,14.0
100303.99999999978,14.0
100663.99999999977,14.0
100732.99999999978,14.0
102172.99999999977,14.0
102241.99999999978,14.0
102601.99999999978,14.0
102670.99999999978,14.0
104110.99999999978,14.0
104179.99999999978,14.0
104539.99999999978,14.0
104608.99999999978,14.0
106048.99999999978,14.0
106117.99999999978,14.0
106477.99999999978,14.0
106546.99999999978,14.0
107986.99999999978,14.0
108055.99999999978,14.0
108415.99999999978,14.0
108484.99999999978,14.0
109924.99999999978,14.0
109993.99999999978,14.0
110353.99999999978,14.0
110422.99999999978,14.0
111862.99999999978,14.0
111931.9999999998,14.0
112291.99999999978,14.0
112360.9999999998,14.0
113800.99999999978,14.0
113869.9999999998,14.0
114229.9999999998,14.0
114298.9999999998,14.0
115738.9999999998,14.0
115807.9999999998,14.0
116167.9999999998,14.0
116236.9999999998,14.0
117676.9999999998,14.0
117745.9999999998,14.0
118105.9999999998,14.0
118174.9999999998,14.0
119614.9999999998,14.0
119683.9999999998,14.0
120043.9999999998,14.0
120112.9999999998,14.0
121552.9999999998,14.0
121621.9999999998,14.0
121981.9999999998,14.0
122050.9999999998,14.0
123490.9999999998,14.0
123559.9999999998,14.0
123919.9999999998,14.0
123988.99999999981,14.0
125428.9999999998,14.0
125497.99999999981,14.0
125857.99999999981,14.0
125926.99999999981,14.0
127366.99999999981,14.0
127435.99999999981,14.0
127795.99999999981,14.0
127864.99999999981,14.0
129304.99999999981,14.0
129373.9999999998,14.0
129733.99999999981,14.0
129802.9999999998,14.0
131242.9999999998,14.0
131311.9999999998,14.0
131671.9999999998,14.0
131740.9999999998,14.0
133180.9999999998,14.0
133249.99999999977,14.0
133609.9999999998,14.0
133678.99999999977,14.0
135118.99999999977,14.0
135187.99999999977,14.0
135547.99999999977,14.0
135616.99999999977,14.0
137056.99999999977,14.0
137125.99999999974,14.0
137485.99999999977,14.0
137554.99999999974,14.0
138994.99999999974,14.0
139063.99999999974,14.0
139423.99999999974,14.0
139492.99999999974,14.0
140932.99999999974,14.0
141001.99999999974,14.0
141361.99999999974,14.0
141430.99999999974,14.0
142870.99999999974,14.0
142939.9999999997,14.0
143299.99999999974,14.0
143368.9999999997,14.0
144808.9999999997,14.0
144877.9999999997,14.0
145237.9999999997,14.0
145306.9999999997,14.0
146746.9999999997,14.0
146815.99999999968,14.0
