204.7782554,	190158.9751
284.372603,	186281.5044
361.9345705,	182646.6308
472.1803815,	177922.1115
562.0014929,	173924.141
659.9737458,	169319.9441
751.8416514,	165322.151
853.9146998,	160839.6963
943.7430182,	156963.113
1019.265399,	153449.4492
1092.733778,	149814.2206
1196.860827,	145453.3306
1280.563177,	141818.9894
1351.948727,	137576.6472
1406.938303,	132968.7235
1488.175851,	122293.7447
1552,	1.10E+05
1671.48,	8.01E+04
1751.77,	2.42E+04
